Date,Gated_Station_Entries,Day_of_Week,Season,Pressure,Wind_Speed,Average_Temperature,Precipitation,Is_Monday,Is_Tuesday,Is_Wednesday,Is_Thursday,Is_Friday,Is_Saturday,Is_Sunday,Is_Winter,Is_Spring,Is_Summer,Is_Autumn,S_Day_of_Week,S_Season,S_Pressure,S_Wind_Speed,S_Average_Temperature,S_Precipitation,S_Is_Monday,S_Is_Tuesday,S_Is_Wednesday,S_Is_Thursday,S_Is_Friday,S_Is_Saturday,S_Is_Sunday,S_Is_Winter,S_Is_Spring,S_Is_Summer,S_Is_Autumn
2014-01-12,183782.0,6,0,1002.2,25.9,8.8,0.0,False,False,False,False,False,False,True,True,False,False,False,1.4996799001224874,-1.3355683087292827,-1.6998091255269323,1.3939785748519096,-0.29374808032997063,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,2.4489850575521523,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-13,490292.0,0,0,1017.0,18.4,4.6,0.0,True,False,False,False,False,False,False,True,False,False,False,-1.4998565200612606,-1.3355683087292827,0.15423358336252416,0.155141007911911,-0.7399523996106894,-0.38289619513177386,2.4489850575521523,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-14,494338.0,1,0,1008.2,12.6,8.3,20.1,False,True,False,False,False,False,False,True,False,False,False,-0.9999337833639692,-1.3355683087292827,-0.9481701894906639,-0.8028933771883544,-0.3468676421491038,2.1490972697102704,-0.40833242200323394,2.4489850575521523,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-15,509786.0,2,0,1013.6,10.4,6.1,0.0,False,False,True,False,False,False,False,True,False,False,False,-0.5000110466666778,-1.3355683087292827,-0.2716951470580251,-1.1662857301574205,-0.5805937141532899,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,2.450752561727087,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-16,503367.0,3,0,1012.2,5.0,2.8,0.0,False,False,False,True,False,False,False,True,False,False,False,-8.830996938653731e-05,-1.3355683087292827,-0.4470775654664849,-2.0582487783542196,-0.9311828221595686,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,2.450752561727087,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-17,538819.0,4,0,1013.8,12.6,4.0,0.0,False,False,False,False,True,False,False,True,False,False,False,0.4998344267279048,-1.3355683087292827,-0.24664051585682473,-0.8028933771883544,-0.803695873793649,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,2.4489850575521523,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-18,261622.0,5,0,1007.5,11.2,1.8,20.1,False,False,False,False,False,True,False,True,False,False,False,0.9997571634251962,-1.3355683087292827,-1.0358613986949008,-1.0341430563504874,-1.0374219457978349,2.1490972697102704,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,2.4489850575521523,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-19,200219.0,6,0,1003.6,23.8,0.4,0.8,False,False,False,False,False,False,True,True,False,False,False,1.4996799001224874,-1.3355683087292827,-1.5244267071184725,1.0471040561087104,-1.1861567188914077,-0.2821203358345781,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,2.4489850575521523,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-20,285220.0,0,0,1002.4,24.1,1.6,0.0,True,False,False,False,False,False,False,True,False,False,False,-1.4998565200612606,-1.3355683087292827,-1.674754494325732,1.0966575587863103,-1.0586697705254884,-0.38289619513177386,2.4489850575521523,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-21,491383.0,1,0,1015.4,18.7,-6.6,2.8,False,True,False,False,False,False,False,True,False,False,False,-0.9999337833639692,-1.3355683087292827,-0.046203466247150285,0.20469451058951105,-1.9298305843592722,-0.03018068759158863,-0.40833242200323394,2.4489850575521523,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-22,367829.0,2,0,1007.8,26.6,-11.3,0.0,False,False,True,False,False,False,False,True,False,False,False,-0.5000110466666778,-1.3355683087292827,-0.9982794518930932,1.5096034144329766,-2.429154465459124,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,2.450752561727087,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-23,498834.0,3,0,1016.6,20.5,-10.9,0.0,False,False,False,True,False,False,False,True,False,False,False,-8.830996938653731e-05,-1.3355683087292827,0.1041243209601091,0.5020155266551108,-2.386658816003817,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,2.450752561727087,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-24,512651.0,4,0,1022.1,22.0,-10.7,0.0,False,False,False,False,True,False,False,True,False,False,False,0.4998344267279048,-1.3355683087292827,0.7931266789933552,0.7497830400431106,-2.365410991276164,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,2.4489850575521523,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-25,264536.0,5,0,1004.3,27.7,-4.3,0.0,False,False,False,False,False,True,False,True,False,False,False,0.9997571634251962,-1.3355683087292827,-1.4367354979142497,1.6912995909175095,-1.6854805999912597,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,2.4489850575521523,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-26,180756.0,6,0,1005.6,25.2,-5.6,0.0,False,False,False,False,False,False,True,True,False,False,False,1.4996799001224874,-1.3355683087292827,-1.273880395106383,1.2783537352708432,-1.823591460721006,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,2.4489850575521523,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-27,496695.0,0,0,1006.6,22.3,-0.5,0.5,True,False,False,False,False,False,False,True,False,False,False,-1.4998565200612606,-1.3355683087292827,-1.1486072391003384,0.7993365427207106,-1.2817719301658477,-0.3199112830710265,2.4489850575521523,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-28,507194.0,1,0,1023.2,20.5,-7.4,0.0,False,True,False,False,False,False,False,True,False,False,False,-0.9999337833639692,-1.3355683087292827,0.9309271506000072,0.5020155266551108,-2.014821883269885,-0.38289619513177386,-0.40833242200323394,2.4489850575521523,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-29,514016.0,2,0,1019.5,15.8,-6.9,0.3,False,False,True,False,False,False,False,True,False,False,False,-0.5000110466666778,-1.3355683087292827,0.467416473377636,-0.2743226819606215,-1.9617023214507519,-0.34510524789532543,-0.40833242200323394,-0.40833242200323394,2.450752561727087,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-30,503888.0,3,0,1027.1,15.8,-5.4,0.0,False,False,False,True,False,False,False,True,False,False,False,-8.830996938653731e-05,-1.3355683087292827,1.4194924590235647,-0.2743226819606215,-1.8023436359933525,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,2.450752561727087,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-01-31,535296.0,4,0,1019.2,14.8,-1.1,0.0,False,False,False,False,True,False,False,True,False,False,False,0.4998344267279048,-1.3355683087292827,0.42983452657582827,-0.439501024219288,-1.3455154043488073,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,2.4489850575521523,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-01,293618.0,5,0,1024.2,13.3,3.3,0.0,False,False,False,False,False,True,False,True,False,False,False,0.9997571634251962,-1.3355683087292827,1.056200306606052,-0.6872685376072877,-0.8780632603404355,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,2.4489850575521523,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-02,193895.0,6,0,1013.8,10.8,4.4,0.5,False,False,False,False,False,False,True,True,False,False,False,1.4996799001224874,-1.3355683087292827,-0.24664051585682473,-1.1002143932539539,-0.7612002243383426,-0.3199112830710265,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,2.4489850575521523,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-03,497559.0,0,0,1021.7,14.8,2.4,4.3,True,False,False,False,False,False,False,True,False,False,False,-1.4998565200612606,-1.3355683087292827,0.7430174165909401,-0.439501024219288,-0.9736784716148752,0.15877404859065347,2.4489850575521523,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-04,526761.0,1,0,1028.8,9.7,-1.8,0.0,False,True,False,False,False,False,False,True,False,False,False,-0.9999337833639692,-1.3355683087292827,1.6324568242338464,-1.2819105697384872,-1.4198827908955938,-0.38289619513177386,-0.40833242200323394,2.4489850575521523,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-05,274986.0,2,0,1014.4,17.3,-0.7,28.2,False,False,True,False,False,False,False,True,False,False,False,-0.5000110466666778,-1.3355683087292827,-0.17147662225319502,-0.026555168572621777,-1.3030197548935007,3.1694528450943773,-0.40833242200323394,-0.40833242200323394,2.450752561727087,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-06,533096.0,3,0,1021.8,12.6,-4.8,0.0,False,False,False,True,False,False,False,True,False,False,False,-8.830996938653731e-05,-1.3355683087292827,0.7555447321915332,-0.8028933771883544,-1.7386001618103928,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,2.450752561727087,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-07,548915.0,4,0,1022.8,17.3,-4.3,0.0,False,False,False,False,True,False,False,True,False,False,False,0.4998344267279048,-1.3355683087292827,0.880817888197578,-0.026555168572621777,-1.6854805999912597,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,2.4489850575521523,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-08,293926.0,5,0,1023.2,16.2,-4.2,0.0,False,False,False,False,False,True,False,True,False,False,False,0.9997571634251962,-1.3355683087292827,0.9309271506000072,-0.20825134505715515,-1.674856687627433,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,2.4489850575521523,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-09,194771.0,6,0,1018.9,12.2,-3.5,0.8,False,False,False,False,False,False,True,True,False,False,False,1.4996799001224874,-1.3355683087292827,0.3922525797740063,-0.8689647140918211,-1.6004893010806465,-0.2821203358345781,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,2.4489850575521523,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-10,508438.0,0,0,1016.9,18.7,-3.6,0.0,True,False,False,False,False,False,False,True,False,False,False,-1.4998565200612606,-1.3355683087292827,0.14170626776191683,0.20469451058951105,-1.6111132134444732,-0.38289619513177386,2.4489850575521523,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-11,511739.0,1,0,1025.8,16.6,-6.4,0.0,False,True,False,False,False,False,False,True,False,False,False,-0.9999337833639692,-1.3355683087292827,1.2566373562157123,-0.1421800081536882,-1.9085827596316187,-0.38289619513177386,-0.40833242200323394,2.4489850575521523,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-12,527034.0,2,0,1032.7,12.2,-8.6,0.0,False,False,True,False,False,False,False,True,False,False,False,-0.5000110466666778,-1.3355683087292827,2.121022132657432,-0.8689647140918211,-2.142308831635805,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,2.450752561727087,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-13,446255.0,3,0,1012.1,32.0,-1.6,34.3,False,False,False,True,False,False,False,True,False,False,False,-8.830996938653731e-05,-1.3355683087292827,-0.45960488106709224,2.4015664626297752,-1.3986349661679405,3.937868772235495,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,2.450752561727087,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-14,540806.0,4,0,988.1,29.5,1.1,7.9,False,False,False,False,True,False,False,True,False,False,False,0.4998344267279048,-1.3355683087292827,-3.466160625212166,1.9886206069831092,-1.1117893323446215,0.6122654154280346,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,2.4489850575521523,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-15,265278.0,5,0,1006.4,15.5,-0.1,8.4,False,False,False,False,False,True,False,True,False,False,False,0.9997571634251962,-1.3355683087292827,-1.173661870301553,-0.32387618463822154,-1.239276280710541,0.6752503274887819,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,2.4489850575521523,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-16,224093.0,6,0,1006.7,26.6,-1.9,0.5,False,False,False,False,False,False,True,True,False,False,False,1.4996799001224874,-1.3355683087292827,-1.136079923499731,1.5096034144329766,-1.4305067032594205,-0.3199112830710265,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,2.4489850575521523,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-17,283465.0,0,0,1022.8,23.8,-5.3,0.0,True,False,False,False,False,False,False,True,False,False,False,-1.4998565200612606,-1.3355683087292827,0.880817888197578,1.0471040561087104,-1.791719723629526,-0.38289619513177386,2.4489850575521523,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-18,479538.0,1,0,1020.7,16.9,-4.7,5.6,False,True,False,False,False,False,False,True,False,False,False,-0.9999337833639692,-1.3355683087292827,0.6177442605848954,-0.09262650547608872,-1.727976249446566,0.32253481994859656,-0.40833242200323394,2.4489850575521523,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-19,502685.0,2,0,1013.3,13.0,-1.7,6.4,False,False,True,False,False,False,False,True,False,False,False,-0.5000110466666778,-1.3355683087292827,-0.3092770938598471,-0.7368220402848877,-1.409258878531767,0.42331067924579246,-0.40833242200323394,-0.40833242200323394,2.450752561727087,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-20,525842.0,3,0,1019.6,15.1,3.7,2.0,False,False,False,True,False,False,False,True,False,False,False,-8.830996938653731e-05,-1.3355683087292827,0.4799437889782433,-0.3899475215416882,-0.835567610885129,-0.1309565468887844,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,2.450752561727087,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-21,513400.0,4,0,1014.2,14.4,2.8,5.6,False,False,False,False,True,False,False,True,False,False,False,0.4998344267279048,-1.3355683087292827,-0.19653125345439543,-0.5055723611227546,-0.9311828221595686,0.32253481994859656,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,2.4489850575521523,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-22,309891.0,5,0,1012.8,23.0,5.3,0.0,False,False,False,False,False,True,False,True,False,False,False,0.9997571634251962,-1.3355683087292827,-0.37191367186286944,0.914961382301777,-0.6655850130639028,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,2.4489850575521523,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-23,194116.0,6,0,1012.9,9.7,5.9,0.0,False,False,False,False,False,False,True,True,False,False,False,1.4996799001224874,-1.3355683087292827,-0.3593863562622621,-1.2819105697384872,-0.601841538880943,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,2.4489850575521523,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-24,495179.0,0,0,1009.1,26.3,3.3,0.0,True,False,False,False,False,False,False,True,False,False,False,-1.4998565200612606,-1.3355683087292827,-0.8354243490852264,1.4600499117553765,-0.8780632603404355,-0.38289619513177386,2.4489850575521523,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-25,508226.0,1,0,1013.9,16.9,-3.7,0.0,False,True,False,False,False,False,False,True,False,False,False,-0.9999337833639692,-1.3355683087292827,-0.2341132002562174,-0.09262650547608872,-1.6217371258082998,-0.38289619513177386,-0.40833242200323394,2.4489850575521523,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-26,517098.0,2,0,1011.3,18.7,-4.7,0.0,False,False,True,False,False,False,False,True,False,False,False,-0.5000110466666778,-1.3355683087292827,-0.5598234058719366,0.20469451058951105,-1.727976249446566,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,2.450752561727087,-0.40803792909035363,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-27,520309.0,3,0,1007.5,19.1,-6.6,0.5,False,False,False,True,False,False,False,True,False,False,False,-8.830996938653731e-05,-1.3355683087292827,-1.0358613986949008,0.270765847492978,-1.9298305843592722,-0.3199112830710265,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,2.450752561727087,-0.40833242200323394,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-02-28,534875.0,4,0,1024.0,19.1,-7.7,0.0,False,False,False,False,True,False,False,True,False,False,False,0.4998344267279048,-1.3355683087292827,1.0311456754048374,0.270765847492978,-2.0466936203613653,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,2.4489850575521523,-0.40833242200323394,-0.40833242200323394,1.7338885277755294,-0.5927870736455951,-0.5761944116355172,-0.563682029310495
2014-03-01,298910.0,5,1,1026.7,13.0,-4.4,0.0,False,False,False,False,False,True,False,False,True,False,False,0.9997571634251962,-0.4343104477546171,1.3693831966211638,-0.7368220402848877,-1.6961045123550862,-0.38289619513177386,-0.40833242200323394,-0.40833242200323394,-0.40803792909035363,-0.40803792909035363,-0.40833242200323394,2.4489850575521523,-0.40833242200323394,-0.576738345043979,1.6869463665091018,-0.5761944116355172,-0.563682029310495
