task,model,feature_set,candidate_index,validation_rmse,params,random_seed,error
delay,GradientBoost,target metric + day of week OHE + season OHE,0,20.49182565196,"{'min_samples_split': 39, 'min_samples_leaf': 1, 'n_estimators': 274, 'learning_rate': 0.06623157612656182, 'max_depth': 2, 'subsample': 1.0, 'max_features': 'sqrt', 'loss': 'huber'}",1904100815,
delay,GradientBoost,target metric + scaled day of week + scaled season,8,20.37625002234735,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'n_estimators': 176, 'learning_rate': 0.020120472414528873, 'max_depth': 4, 'subsample': 0.8356396856106352, 'max_features': 'log2', 'loss': 'huber'}",3137988359,
delay,GradientBoost,target metric + scaled day of week OHE + scaled season OHE,14,20.435366915739458,"{'min_samples_split': 2, 'min_samples_leaf': 30, 'n_estimators': 349, 'learning_rate': 0.02325340743581071, 'max_depth': 4, 'subsample': 1.0, 'max_features': 0.360107358061951, 'loss': 'huber'}",3929742808,
delay,GradientBoost,target metric + day of week + weather,29,20.57138221091718,"{'min_samples_split': 2, 'min_samples_leaf': 22, 'n_estimators': 180, 'learning_rate': 0.013943721581041978, 'max_depth': 5, 'subsample': 0.705698833354547, 'max_features': 'log2', 'loss': 'huber'}",3892918381,
delay,GradientBoost,target metric + day of week OHE + weather,15,21.311907009845847,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'n_estimators': 659, 'learning_rate': 0.034086720498880514, 'max_depth': 2, 'subsample': 0.8700899586968865, 'max_features': 'log2', 'loss': 'squared_error'}",873083403,
delay,GradientBoost,target metric + scaled day of week + scaled weather,7,20.47374053433331,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'n_estimators': 105, 'learning_rate': 0.021516919830627174, 'max_depth': 4, 'subsample': 1.0, 'max_features': 'sqrt', 'loss': 'huber'}",1226569945,
delay,GradientBoost,target metric + scaled day of week OHE + scaled weather,26,20.871823727060953,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'n_estimators': 214, 'learning_rate': 0.024338824733281184, 'max_depth': 3, 'subsample': 0.782361969809394, 'max_features': 0.4088015296198799, 'loss': 'squared_error'}",816657933,
delay,GradientBoost,target metric + season + weather,19,31.098450205924415,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'n_estimators': 331, 'learning_rate': 0.05102119966034117, 'max_depth': 4, 'subsample': 1.0, 'max_features': 1.0, 'loss': 'squared_error'}",803307014,
delay,GradientBoost,target metric + season OHE + weather,18,32.21256857347698,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'n_estimators': 61, 'learning_rate': 0.046417620078213935, 'max_depth': 3, 'subsample': 1.0, 'max_features': 1.0, 'loss': 'huber'}",839108,
delay,GradientBoost,target metric + scaled season + scaled weather,9,31.144638631148116,"{'min_samples_split': 7, 'min_samples_leaf': 1, 'n_estimators': 86, 'learning_rate': 0.017702990534009644, 'max_depth': 5, 'subsample': 1.0, 'max_features': 0.7140349384914975, 'loss': 'squared_error'}",357218319,
delay,GradientBoost,target metric + scaled season OHE + scaled weather,25,31.375429836886155,"{'min_samples_split': 30, 'min_samples_leaf': 1, 'n_estimators': 281, 'learning_rate': 0.10592283321045583, 'max_depth': 3, 'subsample': 1.0, 'max_features': 0.5781658751500194, 'loss': 'huber'}",2859074912,
