,Model,Data,RMSE
514,SupportVector,Season Data Improvement,2.909549010610135e-05
515,SupportVector,Weather Data Improvement,-3.8181851365948205e-05
516,MultilayerPerceptron,No Additional Data,41026.00991268998
517,MultilayerPerceptron,Best Added-Feature Set,36285.70285508979
518,MultilayerPerceptron,Best Added-Feature Set Improvement,11.55439456015425
519,MultilayerPerceptron,Day of Week Data Improvement,9.839626228806921
520,MultilayerPerceptron,Season Data Improvement,-8.222386084188372
521,MultilayerPerceptron,Weather Data Improvement,-0.2235873917113338
522,kNearestNeighbor,No Additional Data,38115.805814986365
523,kNearestNeighbor,Best Added-Feature Set,36471.70899806317
524,kNearestNeighbor,Best Added-Feature Set Improvement,4.313425314693916
525,kNearestNeighbor,Day of Week Data Improvement,0.7146104442480095
526,kNearestNeighbor,Season Data Improvement,4.313425314693916
527,kNearestNeighbor,Weather Data Improvement,1.014333955689338
528,MovingAverage,No Additional Data,67985.80689527716
529,MovingAverage,Best Added-Feature Set,67985.80689527716
530,MovingAverage,Best Added-Feature Set Improvement,0.0
531,MovingAverage,Day of Week Data Improvement,0.0
532,MovingAverage,Season Data Improvement,0.0
533,MovingAverage,Weather Data Improvement,0.0
534,Poisson,No Additional Data,122078.85249829259
535,Poisson,Best Added-Feature Set,122078.85249829259
536,Poisson,Best Added-Feature Set Improvement,0.0
537,Poisson,Day of Week Data Improvement,0.0
538,Poisson,Season Data Improvement,0.0
539,Poisson,Weather Data Improvement,0.0
540,RandomForest,No Additional Data,35633.71452979524
541,RandomForest,Best Added-Feature Set,24842.888201111367
542,RandomForest,Best Added-Feature Set Improvement,30.28263112918269
543,RandomForest,Day of Week Data Improvement,29.781004013322843
544,RandomForest,Season Data Improvement,-1.4375888615173977
545,RandomForest,Weather Data Improvement,-1.178990446416762
546,Linear,No Additional Data,50969.36222737599
547,Linear,Best Added-Feature Set,50969.36222737599
548,Linear,Best Added-Feature Set Improvement,0.0
549,Linear,Day of Week Data Improvement,-3.2613508767980477
550,Linear,Season Data Improvement,-0.3631298219452077
551,Linear,Weather Data Improvement,-6.358187540956692
552,Ridge,No Additional Data,50969.36222737598
553,Ridge,Best Added-Feature Set,31535.241218050305
554,Ridge,Best Added-Feature Set Improvement,38.12902528116682
555,Ridge,Day of Week Data Improvement,38.12902528116682
556,Ridge,Season Data Improvement,0.0972980323692525
557,Ridge,Weather Data Improvement,-2.6207094264390776
558,Lasso,No Additional Data,50969.36222737607
559,Lasso,Best Added-Feature Set,33861.03748015036
560,Lasso,Best Added-Feature Set Improvement,33.56589919823773
561,Lasso,Day of Week Data Improvement,33.56589919823773
562,Lasso,Season Data Improvement,-0.0580189588386304
563,Lasso,Weather Data Improvement,-4.206591641006355
564,GradientBoost,No Additional Data,35848.07548133432
565,GradientBoost,Best Added-Feature Set,26056.20759668037
566,GradientBoost,Best Added-Feature Set Improvement,27.314905341996564
567,GradientBoost,Day of Week Data Improvement,24.325311991220687
568,GradientBoost,Season Data Improvement,-8.225773993790327
569,GradientBoost,Weather Data Improvement,-20.54511364437826
570,SupportVector,No Additional Data,74810.75780592166
571,SupportVector,Best Added-Feature Set,74808.39221183078
572,SupportVector,Best Added-Feature Set Improvement,0.003162104168239921
573,SupportVector,Day of Week Data Improvement,0.0029547932256406284
574,SupportVector,Season Data Improvement,0.0002071954943687615
575,SupportVector,Weather Data Improvement,-1.5889226801846235e-05
576,MultilayerPerceptron,No Additional Data,39268.19114706444
577,MultilayerPerceptron,Best Added-Feature Set,35035.21722943719
578,MultilayerPerceptron,Best Added-Feature Set Improvement,10.779650892943394
579,MultilayerPerceptron,Day of Week Data Improvement,7.690271733426314
580,MultilayerPerceptron,Season Data Improvement,3.4159590145387426
581,MultilayerPerceptron,Weather Data Improvement,-3.512549313996999
582,kNearestNeighbor,No Additional Data,36238.72143098802
583,kNearestNeighbor,Best Added-Feature Set,35176.635473217735
584,kNearestNeighbor,Best Added-Feature Set Improvement,2.930804167009285
585,kNearestNeighbor,Day of Week Data Improvement,0.7323329302914345
586,kNearestNeighbor,Season Data Improvement,2.930804167009285
587,kNearestNeighbor,Weather Data Improvement,0.873121985070469
588,MovingAverage,No Additional Data,67640.57043305077
589,MovingAverage,Best Added-Feature Set,67640.57043305077
590,MovingAverage,Best Added-Feature Set Improvement,0.0
591,MovingAverage,Day of Week Data Improvement,0.0
592,MovingAverage,Season Data Improvement,0.0
593,MovingAverage,Weather Data Improvement,0.0
594,Poisson,No Additional Data,118708.94099715247
595,Poisson,Best Added-Feature Set,118708.94099715247
596,Poisson,Best Added-Feature Set Improvement,0.0
597,Poisson,Day of Week Data Improvement,0.0
598,Poisson,Season Data Improvement,0.0
599,Poisson,Weather Data Improvement,0.0
600,RandomForest,No Additional Data,36495.12492899193
601,RandomForest,Best Added-Feature Set,27358.24832979237
602,RandomForest,Best Added-Feature Set Improvement,25.035882510272415
603,RandomForest,Day of Week Data Improvement,24.642413163933412
604,RandomForest,Season Data Improvement,0.0888460211303368
605,RandomForest,Weather Data Improvement,-3.480188953059212
606,Linear,No Additional Data,52284.27692547379
607,Linear,Best Added-Feature Set,52284.27692547379
608,Linear,Best Added-Feature Set Improvement,-1.4210854715202004e-14
609,Linear,Day of Week Data Improvement,-3.1696926855762086
610,Linear,Season Data Improvement,-0.19265770301583984
611,Linear,Weather Data Improvement,-3.64720787346495
612,Ridge,No Additional Data,52284.276925473794
613,Ridge,Best Added-Feature Set,33804.0511968352
614,Ridge,Best Added-Feature Set Improvement,35.345665686417306
615,Ridge,Day of Week Data Improvement,35.345665686417306
616,Ridge,Season Data Improvement,-0.18359053819210658
617,Ridge,Weather Data Improvement,-0.9226562810042509
618,Lasso,No Additional Data,52284.276925473896
619,Lasso,Best Added-Feature Set,36033.80804020182
620,Lasso,Best Added-Feature Set Improvement,31.080986179526832
621,Lasso,Day of Week Data Improvement,31.080986179526832
622,Lasso,Season Data Improvement,-0.19294835537877475
623,Lasso,Weather Data Improvement,-2.0305082928872196
624,GradientBoost,No Additional Data,37250.02689736459
625,GradientBoost,Best Added-Feature Set,28432.437170315265
626,GradientBoost,Best Added-Feature Set Improvement,23.671364725036383
627,GradientBoost,Day of Week Data Improvement,15.568043785489152
628,GradientBoost,Season Data Improvement,-3.9745209419235152
629,GradientBoost,Weather Data Improvement,-10.754644896788747
630,SupportVector,No Additional Data,59267.77494273909
631,SupportVector,Best Added-Feature Set,57914.99920718508
632,SupportVector,Best Added-Feature Set Improvement,2.2824810562923545
633,SupportVector,Day of Week Data Improvement,0.0051582163004155746
634,SupportVector,Season Data Improvement,0.00047612389079176864
635,SupportVector,Weather Data Improvement,2.2814538789262144
636,MultilayerPerceptron,No Additional Data,42777.29839417558
637,MultilayerPerceptron,Best Added-Feature Set,35786.05249004048
638,MultilayerPerceptron,Best Added-Feature Set Improvement,16.343355393118998
639,MultilayerPerceptron,Day of Week Data Improvement,11.623424277873823
640,MultilayerPerceptron,Season Data Improvement,15.925435261802974
641,MultilayerPerceptron,Weather Data Improvement,-1.90069237740191
642,kNearestNeighbor,No Additional Data,37396.04516329879
643,kNearestNeighbor,Best Added-Feature Set,36945.868588006204
644,kNearestNeighbor,Best Added-Feature Set Improvement,1.203807978428685
645,kNearestNeighbor,Day of Week Data Improvement,1.0704222162332115
646,kNearestNeighbor,Season Data Improvement,1.203807978428685
647,kNearestNeighbor,Weather Data Improvement,0.9573228413037782
648,MovingAverage,No Additional Data,68575.93391284352
649,MovingAverage,Best Added-Feature Set,68575.93391284352
650,MovingAverage,Best Added-Feature Set Improvement,0.0
651,MovingAverage,Day of Week Data Improvement,0.0
652,MovingAverage,Season Data Improvement,0.0
653,MovingAverage,Weather Data Improvement,0.0
654,Poisson,No Additional Data,117469.77246202227
655,Poisson,Best Added-Feature Set,117469.77246202227
656,Poisson,Best Added-Feature Set Improvement,0.0
657,Poisson,Day of Week Data Improvement,0.0
658,Poisson,Season Data Improvement,0.0
659,Poisson,Weather Data Improvement,0.0
660,RandomForest,No Additional Data,34853.88629854431
661,RandomForest,Best Added-Feature Set,27352.944169179475
662,RandomForest,Best Added-Feature Set Improvement,21.521106900719175
663,RandomForest,Day of Week Data Improvement,20.36489271789307
664,RandomForest,Season Data Improvement,-0.4951261720503055
665,RandomForest,Weather Data Improvement,-4.000408469708546
666,Linear,No Additional Data,49636.11256782486
667,Linear,Best Added-Feature Set,49522.56967149791
668,Linear,Best Added-Feature Set Improvement,0.22875058189094943
669,Linear,Day of Week Data Improvement,-1.8993409486834594
670,Linear,Season Data Improvement,0.22875058189094943
671,Linear,Weather Data Improvement,-5.413432075666648
672,Ridge,No Additional Data,49636.11256782484
673,Ridge,Best Added-Feature Set,31921.3334589169
674,Ridge,Best Added-Feature Set Improvement,35.689295942952285
675,Ridge,Day of Week Data Improvement,35.689295942952285
676,Ridge,Season Data Improvement,-0.07818748598450043
677,Ridge,Weather Data Improvement,-1.5655359596985647
678,Lasso,No Additional Data,49636.11256782499
679,Lasso,Best Added-Feature Set,33621.096653164284
680,Lasso,Best Added-Feature Set Improvement,32.264847277830384
681,Lasso,Day of Week Data Improvement,32.264847277830384
682,Lasso,Season Data Improvement,0.0361827667371557
683,Lasso,Weather Data Improvement,-3.444763944419492
684,GradientBoost,No Additional Data,35074.85116744313
685,GradientBoost,Best Added-Feature Set,27489.56548060579
686,GradientBoost,Best Added-Feature Set Improvement,21.625995362392544
687,GradientBoost,Day of Week Data Improvement,17.716361813650266
688,GradientBoost,Season Data Improvement,-7.722480332361073
689,GradientBoost,Weather Data Improvement,-18.206791620706355
690,SupportVector,No Additional Data,83772.80781837238
691,SupportVector,Best Added-Feature Set,83770.3476007535
692,SupportVector,Best Added-Feature Set Improvement,0.002936773498404932
693,SupportVector,Day of Week Data Improvement,0.0028935006421875187
694,SupportVector,Season Data Improvement,9.560027422139683e-06
695,SupportVector,Weather Data Improvement,3.3634962036899196e-05
696,MultilayerPerceptron,No Additional Data,41484.40950823339
697,MultilayerPerceptron,Best Added-Feature Set,37130.62601976215
698,MultilayerPerceptron,Best Added-Feature Set Improvement,10.4949872496248
699,MultilayerPerceptron,Day of Week Data Improvement,-0.6863994065618328
700,MultilayerPerceptron,Season Data Improvement,9.04174997510222
701,MultilayerPerceptron,Weather Data Improvement,4.110894503855519
702,kNearestNeighbor,No Additional Data,34973.00607817397
703,kNearestNeighbor,Best Added-Feature Set,34292.33812169681
704,kNearestNeighbor,Best Added-Feature Set Improvement,1.946266657649275
705,kNearestNeighbor,Day of Week Data Improvement,0.7951892322563765
706,kNearestNeighbor,Season Data Improvement,1.946266657649275
707,kNearestNeighbor,Weather Data Improvement,1.1532896307859204
708,MovingAverage,No Additional Data,68477.41611659824
709,MovingAverage,Best Added-Feature Set,68477.41611659824
710,MovingAverage,Best Added-Feature Set Improvement,0.0
711,MovingAverage,Day of Week Data Improvement,0.0
712,MovingAverage,Season Data Improvement,0.0
713,MovingAverage,Weather Data Improvement,0.0
714,Poisson,No Additional Data,114836.66866927267
715,Poisson,Best Added-Feature Set,114836.66866927267
716,Poisson,Best Added-Feature Set Improvement,0.0
717,Poisson,Day of Week Data Improvement,0.0
718,Poisson,Season Data Improvement,0.0
719,Poisson,Weather Data Improvement,0.0
720,RandomForest,No Additional Data,38185.95906695462
721,RandomForest,Best Added-Feature Set,28268.27306657186
722,RandomForest,Best Added-Feature Set Improvement,25.97207518866624
723,RandomForest,Day of Week Data Improvement,25.473110483236994
724,RandomForest,Season Data Improvement,-3.012571344642467
725,RandomForest,Weather Data Improvement,-6.444907119219351
726,Linear,No Additional Data,52633.74861961325
727,Linear,Best Added-Feature Set,52633.74861961325
728,Linear,Best Added-Feature Set Improvement,-1.4210854715202004e-14
729,Linear,Day of Week Data Improvement,-3.947660802310537
730,Linear,Season Data Improvement,-0.010543630701803863
731,Linear,Weather Data Improvement,-4.026514373435774
732,Ridge,No Additional Data,52633.74861961326
733,Ridge,Best Added-Feature Set,35702.587628459274
734,Ridge,Best Added-Feature Set Improvement,32.16787980182893
735,Ridge,Day of Week Data Improvement,32.16787980182893
736,Ridge,Season Data Improvement,0.15499215423234602
737,Ridge,Weather Data Improvement,-0.893780535966826
738,Lasso,No Additional Data,52633.74861961321
739,Lasso,Best Added-Feature Set,38219.6573668659
740,Lasso,Best Added-Feature Set Improvement,27.385644440639567
741,Lasso,Day of Week Data Improvement,26.838830319763204
742,Lasso,Season Data Improvement,0.07908916884622386
743,Lasso,Weather Data Improvement,-1.9912900639826603
744,GradientBoost,No Additional Data,41336.80773939089
745,GradientBoost,Best Added-Feature Set,31480.547632534624
746,GradientBoost,Best Added-Feature Set Improvement,23.84378631508109
747,GradientBoost,Day of Week Data Improvement,17.938979390794728
748,GradientBoost,Season Data Improvement,-1.3894356193975739
749,GradientBoost,Weather Data Improvement,-18.966696044927588
750,SupportVector,No Additional Data,54011.3423960511
751,SupportVector,Best Added-Feature Set,53834.26494272054
752,SupportVector,Best Added-Feature Set Improvement,0.3278523463314258
753,SupportVector,Day of Week Data Improvement,0.004504070914748581
754,SupportVector,Season Data Improvement,7.171530887717381e-05
755,SupportVector,Weather Data Improvement,0.3256180274124034
756,MultilayerPerceptron,No Additional Data,44844.93335550903
757,MultilayerPerceptron,Best Added-Feature Set,37369.76056561174
758,MultilayerPerceptron,Best Added-Feature Set Improvement,16.668934995705584
759,MultilayerPerceptron,Day of Week Data Improvement,7.95782939061354
760,MultilayerPerceptron,Season Data Improvement,10.2945320656181
761,MultilayerPerceptron,Weather Data Improvement,8.167474316962853
762,kNearestNeighbor,No Additional Data,39090.501989268414
763,kNearestNeighbor,Best Added-Feature Set,37395.838013241024
764,kNearestNeighbor,Best Added-Feature Set Improvement,4.335232063514113
765,kNearestNeighbor,Day of Week Data Improvement,1.8694942711858715
766,kNearestNeighbor,Season Data Improvement,2.817672798975579
767,kNearestNeighbor,Weather Data Improvement,0.9516740154609806
768,MovingAverage,No Additional Data,69595.87731735488
769,MovingAverage,Best Added-Feature Set,69595.87731735488
770,MovingAverage,Best Added-Feature Set Improvement,0.0
771,MovingAverage,Day of Week Data Improvement,0.0
772,MovingAverage,Season Data Improvement,0.0
773,MovingAverage,Weather Data Improvement,0.0
774,Poisson,No Additional Data,117971.71831492354
775,Poisson,Best Added-Feature Set,117971.71831492354
776,Poisson,Best Added-Feature Set Improvement,0.0
777,Poisson,Day of Week Data Improvement,0.0
778,Poisson,Season Data Improvement,0.0
779,Poisson,Weather Data Improvement,0.0
780,RandomForest,No Additional Data,37032.7997844888
781,RandomForest,Best Added-Feature Set,29070.356555124188
782,RandomForest,Best Added-Feature Set Improvement,21.501056565265927
783,RandomForest,Day of Week Data Improvement,21.501056565265927
784,RandomForest,Season Data Improvement,1.1254636971182208
785,RandomForest,Weather Data Improvement,-1.965765032832067
786,Linear,No Additional Data,53770.98415414369
787,Linear,Best Added-Feature Set,53770.98415414369
788,Linear,Best Added-Feature Set Improvement,0.0
789,Linear,Day of Week Data Improvement,-6.5886858905543875
790,Linear,Season Data Improvement,-0.2849803726553688
791,Linear,Weather Data Improvement,-6.970663977492691
792,Ridge,No Additional Data,53770.98415414371
793,Ridge,Best Added-Feature Set,35197.41882272516
794,Ridge,Best Added-Feature Set Improvement,34.54198509399467
795,Ridge,Day of Week Data Improvement,34.54198509399467
796,Ridge,Season Data Improvement,-0.3776435418794506
797,Ridge,Weather Data Improvement,-2.3275097727080265
798,Lasso,No Additional Data,53770.98415414391
799,Lasso,Best Added-Feature Set,36819.35101773908
800,Lasso,Best Added-Feature Set Improvement,31.52561442396147
801,Lasso,Day of Week Data Improvement,31.52561442396147
802,Lasso,Season Data Improvement,-0.3532699257371519
803,Lasso,Weather Data Improvement,-4.4511069847013545
804,GradientBoost,No Additional Data,39927.886443158575
805,GradientBoost,Best Added-Feature Set,29915.44978908774
806,GradientBoost,Best Added-Feature Set Improvement,25.076300165110325
807,GradientBoost,Day of Week Data Improvement,21.701116838370808
808,GradientBoost,Season Data Improvement,3.04599416370219
809,GradientBoost,Weather Data Improvement,-9.266292581733126
810,SupportVector,No Additional Data,56829.04884283461
811,SupportVector,Best Added-Feature Set,56236.59445584324
812,SupportVector,Best Added-Feature Set Improvement,1.0425203290483438
813,SupportVector,Day of Week Data Improvement,0.004392572140645257
814,SupportVector,Season Data Improvement,6.261762406722937e-05
815,SupportVector,Weather Data Improvement,1.0414569667621834
816,MultilayerPerceptron,No Additional Data,47000.551159773335
817,MultilayerPerceptron,Best Added-Feature Set,35949.766047863406
818,MultilayerPerceptron,Best Added-Feature Set Improvement,23.512033027748913
819,MultilayerPerceptron,Day of Week Data Improvement,12.832854892327461
820,MultilayerPerceptron,Season Data Improvement,23.512033027748913
821,MultilayerPerceptron,Weather Data Improvement,13.560216799648146
822,kNearestNeighbor,No Additional Data,39674.736253296476
823,kNearestNeighbor,Best Added-Feature Set,38390.06778452067
824,kNearestNeighbor,Best Added-Feature Set Improvement,3.23800128266528
825,kNearestNeighbor,Day of Week Data Improvement,2.053901750915472
826,kNearestNeighbor,Season Data Improvement,1.6307483934901228
827,kNearestNeighbor,Weather Data Improvement,1.1192942229184553
828,MovingAverage,No Additional Data,68779.1231888407
829,MovingAverage,Best Added-Feature Set,68779.1231888407
830,MovingAverage,Best Added-Feature Set Improvement,0.0
831,MovingAverage,Day of Week Data Improvement,0.0
832,MovingAverage,Season Data Improvement,0.0
833,MovingAverage,Weather Data Improvement,0.0
834,Poisson,No Additional Data,124245.22114923161
835,Poisson,Best Added-Feature Set,124245.22114923161
836,Poisson,Best Added-Feature Set Improvement,0.0
837,Poisson,Day of Week Data Improvement,0.0
838,Poisson,Season Data Improvement,0.0
839,Poisson,Weather Data Improvement,0.0
840,RandomForest,No Additional Data,39170.99678407592
841,RandomForest,Best Added-Feature Set,30813.35786630825
842,RandomForest,Best Added-Feature Set Improvement,21.336293696680386
843,RandomForest,Day of Week Data Improvement,19.658289937233974
844,RandomForest,Season Data Improvement,-3.164632112423277
845,RandomForest,Weather Data Improvement,-2.73544652582585
846,Linear,No Additional Data,51006.36360678965
847,Linear,Best Added-Feature Set,51006.36360678965
848,Linear,Best Added-Feature Set Improvement,0.0
849,Linear,Day of Week Data Improvement,-4.631532976641324
850,Linear,Season Data Improvement,-0.9253654573873433
851,Linear,Weather Data Improvement,-3.191993157222811
852,Ridge,No Additional Data,51006.36360678965
853,Ridge,Best Added-Feature Set,33853.0850004866
854,Ridge,Best Added-Feature Set Improvement,33.62968342252046
855,Ridge,Day of Week Data Improvement,33.62968342252046
856,Ridge,Season Data Improvement,-0.4316482748150179
857,Ridge,Weather Data Improvement,-0.4095933122463862
858,Lasso,No Additional Data,51006.36360678963
859,Lasso,Best Added-Feature Set,36300.401314252515
860,Lasso,Best Added-Feature Set Improvement,28.831622669488937
861,Lasso,Day of Week Data Improvement,28.831622669488937
862,Lasso,Season Data Improvement,-0.6814996202813575
863,Lasso,Weather Data Improvement,-1.1056691459903618
864,GradientBoost,No Additional Data,42876.88878554468
865,GradientBoost,Best Added-Feature Set,30181.807306342875
866,GradientBoost,Best Added-Feature Set Improvement,29.608215145222402
867,GradientBoost,Day of Week Data Improvement,21.382727205095406
868,GradientBoost,Season Data Improvement,3.477222923571361
869,GradientBoost,Weather Data Improvement,-2.279363113816629
870,SupportVector,No Additional Data,104854.61014520215
871,SupportVector,Best Added-Feature Set,104784.89812663413
872,SupportVector,Best Added-Feature Set Improvement,0.06648445735622488
873,SupportVector,Day of Week Data Improvement,0.003449635630516923
874,SupportVector,Season Data Improvement,5.245062131109535e-05
875,SupportVector,Weather Data Improvement,0.06531442211931449
876,MultilayerPerceptron,No Additional Data,45873.87294956404
877,MultilayerPerceptron,Best Added-Feature Set,36234.247672150224
878,MultilayerPerceptron,Best Added-Feature Set Improvement,21.0133233965488
879,MultilayerPerceptron,Day of Week Data Improvement,6.68147694975049
880,MultilayerPerceptron,Season Data Improvement,14.92776069790331
881,MultilayerPerceptron,Weather Data Improvement,4.947540494309038
882,kNearestNeighbor,No Additional Data,39470.14506434988
883,kNearestNeighbor,Best Added-Feature Set,38729.68866225844
884,kNearestNeighbor,Best Added-Feature Set Improvement,1.8759910836006384
885,kNearestNeighbor,Day of Week Data Improvement,-1.9699137095959145
886,kNearestNeighbor,Season Data Improvement,1.4409947614981604
887,kNearestNeighbor,Weather Data Improvement,0.3034233387541434
888,MovingAverage,No Additional Data,67806.07974763727
889,MovingAverage,Best Added-Feature Set,67806.07974763727
890,MovingAverage,Best Added-Feature Set Improvement,0.0
891,MovingAverage,Day of Week Data Improvement,0.0
892,MovingAverage,Season Data Improvement,0.0
893,MovingAverage,Weather Data Improvement,0.0
894,Poisson,No Additional Data,117368.43548043697
895,Poisson,Best Added-Feature Set,117368.43548043697
896,Poisson,Best Added-Feature Set Improvement,0.0
897,Poisson,Day of Week Data Improvement,0.0
898,Poisson,Season Data Improvement,0.0
899,Poisson,Weather Data Improvement,0.0
900,RandomForest,No Additional Data,37549.885874576765
901,RandomForest,Best Added-Feature Set,28152.75516471471
902,RandomForest,Best Added-Feature Set Improvement,25.025723756525196
903,RandomForest,Day of Week Data Improvement,24.33544052441394
904,RandomForest,Season Data Improvement,3.869580785479698
905,RandomForest,Weather Data Improvement,-1.7451373196973208
906,Linear,No Additional Data,53606.91504052093
907,Linear,Best Added-Feature Set,53606.91504052093
908,Linear,Best Added-Feature Set Improvement,0.0
909,Linear,Day of Week Data Improvement,-6.141050771087947
910,Linear,Season Data Improvement,-0.03980329061367627
911,Linear,Weather Data Improvement,-5.16694910862897
912,Ridge,No Additional Data,53606.91504052095
913,Ridge,Best Added-Feature Set,37241.80314965225
914,Ridge,Best Added-Feature Set Improvement,30.527986694437587
915,Ridge,Day of Week Data Improvement,30.527986694437587
916,Ridge,Season Data Improvement,0.09611302970692748
917,Ridge,Weather Data Improvement,-1.7532985807680603
918,Lasso,No Additional Data,53606.91504052098
919,Lasso,Best Added-Feature Set,37801.3354581509
920,Lasso,Best Added-Feature Set Improvement,29.484217792467234
921,Lasso,Day of Week Data Improvement,29.484217792467234
922,Lasso,Season Data Improvement,0.04339090236442189
923,Lasso,Weather Data Improvement,-2.78361780331835
924,GradientBoost,No Additional Data,38444.33357451654
925,GradientBoost,Best Added-Feature Set,30993.63932117061
926,GradientBoost,Best Added-Feature Set Improvement,19.380474469415034
927,GradientBoost,Day of Week Data Improvement,15.82900439569751
928,GradientBoost,Season Data Improvement,-12.435282531313291
929,GradientBoost,Weather Data Improvement,-17.20981237446823
930,SupportVector,No Additional Data,91851.16481230927
931,SupportVector,Best Added-Feature Set,91848.52682764352
932,SupportVector,Best Added-Feature Set Improvement,0.0028720209168113797
933,SupportVector,Day of Week Data Improvement,0.002681858585319219
934,SupportVector,Season Data Improvement,0.00011013601123011085
935,SupportVector,Weather Data Improvement,8.001122245104852e-05
936,MultilayerPerceptron,No Additional Data,40503.59462767737
937,MultilayerPerceptron,Best Added-Feature Set,36462.89294258768
938,MultilayerPerceptron,Best Added-Feature Set Improvement,9.976155751688651
939,MultilayerPerceptron,Day of Week Data Improvement,0.18037693122741416
940,MultilayerPerceptron,Season Data Improvement,9.976155751688651
941,MultilayerPerceptron,Weather Data Improvement,3.5478893517456527
942,kNearestNeighbor,No Additional Data,36785.66001240179
943,kNearestNeighbor,Best Added-Feature Set,35798.92871384095
944,kNearestNeighbor,Best Added-Feature Set Improvement,2.6823803031621054
945,kNearestNeighbor,Day of Week Data Improvement,0.5621079110517542
946,kNearestNeighbor,Season Data Improvement,1.6236042261176067
947,kNearestNeighbor,Weather Data Improvement,0.03738435835906273
948,MovingAverage,No Additional Data,68786.33625079981
949,MovingAverage,Best Added-Feature Set,68786.33625079981
950,MovingAverage,Best Added-Feature Set Improvement,0.0
951,MovingAverage,Day of Week Data Improvement,0.0
952,MovingAverage,Season Data Improvement,0.0
953,MovingAverage,Weather Data Improvement,0.0
954,Poisson,No Additional Data,121163.48375110683
955,Poisson,Best Added-Feature Set,121163.48375110683
956,Poisson,Best Added-Feature Set Improvement,0.0
957,Poisson,Day of Week Data Improvement,0.0
958,Poisson,Season Data Improvement,0.0
959,Poisson,Weather Data Improvement,0.0
