task,model,feature_set,candidate_index,validation_rmse,params,random_seed,error,selected
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,2,144743.68250348145,{'alpha': 0.09976999173286237},3792229784,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,3,144743.68250348145,{'alpha': 0.0006415825386968292},3128633453,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,4,144743.68250348145,{'alpha': 3623.852953293893},1550239708,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,5,144743.68250348145,{'alpha': 0.605296025999602},3032548350,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,6,144743.68250348145,{'alpha': 66.70275014829278},822293634,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,7,144743.68250348145,{'alpha': 0.10881196596771334},3875862907,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,8,144743.68250348145,{'alpha': 1.4467969416265745},331385437,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,9,144743.68250348145,{'alpha': 0.05852263577624197},2824735932,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,10,144743.68250348145,{'alpha': 422.3414942125548},3737929052,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,11,144743.68250348145,{'alpha': 240.7719267913908},528367445,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,12,144743.68250348145,{'alpha': 21.461906254449147},2803785557,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,13,144743.68250348145,{'alpha': 0.00015815656641128662},4249905919,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,14,144743.68250348145,{'alpha': 0.09812047221165116},3803647026,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,15,144743.68250348145,{'alpha': 13.26560942594329},2195703584,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,16,144743.68250348145,{'alpha': 0.00033661400749815726},1963357338,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,17,144743.68250348145,{'alpha': 1203.169691779765},3293503572,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,18,144743.68250348145,{'alpha': 0.15868005478934577},1490351208,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,19,144743.68250348145,{'alpha': 153.92493273054862},1614312291,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,20,144743.68250348145,{'alpha': 0.00010069174049176331},1476678563,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,21,144743.68250348145,{'alpha': 0.01438741493480996},482817836,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,22,144743.68250348145,{'alpha': 0.00023292097416246628},2407421886,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,23,144743.68250348145,{'alpha': 0.0026650820426057983},2439769661,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,24,144743.68250348145,{'alpha': 0.00386995116723173},2740038819,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,25,144743.68250348145,{'alpha': 142.46855155845836},192401594,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,26,144743.68250348145,{'alpha': 29.028441204170953},2328292805,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,27,144743.68250348145,{'alpha': 0.05840441301345331},282623088,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,28,144743.68250348145,{'alpha': 0.0002605734116410465},2914403080,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,29,144743.68250348145,{'alpha': 0.0001902021486347519},408467533,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,30,144743.68250348145,{'alpha': 5086.625927807163},3477493311,,False
gse,Poisson,target metric + scaled day of week + scaled season + scaled weather,31,144743.68250348145,{'alpha': 0.00025086226468613447},4283356147,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,0,144743.68250348145,{'alpha': 0.006206426492954527},205778044,,True
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,1,144743.68250348145,{'alpha': 5053.993075136123},2253894650,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,2,144743.68250348145,{'alpha': 0.03625823021568987},1631790544,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,3,144743.68250348145,{'alpha': 2329.166101279786},576077388,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,4,144743.68250348145,{'alpha': 4.928702329383688},3203164877,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,5,144743.68250348145,{'alpha': 84.2799277879451},953633387,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,6,144743.68250348145,{'alpha': 0.5249236067456959},598644050,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,7,144743.68250348145,{'alpha': 0.23817250839486798},3651337819,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,8,144743.68250348145,{'alpha': 4.776686902150583},989121239,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,9,144743.68250348145,{'alpha': 16.49067102658206},2994729439,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,10,144743.68250348145,{'alpha': 0.0014622976173393667},3544987427,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,11,144743.68250348145,{'alpha': 430.64819532629576},3999270461,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,12,144743.68250348145,{'alpha': 0.07720631661935562},3967758310,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,13,144743.68250348145,{'alpha': 2.296686996040923},2913056908,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,14,144743.68250348145,{'alpha': 0.00046625819538467057},677554056,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,15,144743.68250348145,{'alpha': 63.031073945843055},226872887,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,16,144743.68250348145,{'alpha': 16.26267805786243},1620939908,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,17,144743.68250348145,{'alpha': 2954.6462226463386},1510739946,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,18,144743.68250348145,{'alpha': 0.5620210334811476},2033322541,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,19,144743.68250348145,{'alpha': 9147.89827677159},459172776,,False
gse,Poisson,target metric + scaled day of week OHE + scaled season OHE + scaled weather,20,144743.68250348145,{'alpha': 0.00029054330813508574},3737203011,,False
