,Model,Data,RMSE
1375,Poisson,Any Data,34.74907129163691
1376,Poisson,Any Data Improvement,27.852972372369834
1377,Poisson,Day of Week Data Improvement,27.852972372369834
1378,Poisson,Season Data Improvement,-0.08049594098773127
1379,Poisson,Weather Data Improvement,-0.7437735117016047
1380,RandomForest,No Additional Data,41.07425764063768
1381,RandomForest,Any Data,32.80056326430885
1382,RandomForest,Any Data Improvement,20.143259675478788
1383,RandomForest,Day of Week Data Improvement,18.448202635572997
1384,RandomForest,Season Data Improvement,0.8392643740289856
1385,RandomForest,Weather Data Improvement,-0.39329735401007326
1386,Linear,No Additional Data,45.44526115954766
1387,Linear,Any Data,33.90957134081586
1388,Linear,Any Data Improvement,25.383702336383763
1389,Linear,Day of Week Data Improvement,25.383702336383763
1390,Linear,Season Data Improvement,-0.6292933535532512
1391,Linear,Weather Data Improvement,-0.5199789167878066
1392,Ridge,No Additional Data,45.44526545515993
1393,Ridge,Any Data,33.911756914322936
1394,Ridge,Any Data Improvement,25.378900145752056
1395,Ridge,Day of Week Data Improvement,25.378900145752056
1396,Ridge,Season Data Improvement,-0.6216400601933287
1397,Ridge,Weather Data Improvement,-0.5199859082946432
1398,Lasso,No Additional Data,45.45704407514695
1399,Lasso,Any Data,34.15705152251822
1400,Lasso,Any Data Improvement,24.858617146218833
1401,Lasso,Day of Week Data Improvement,24.605426037108998
1402,Lasso,Season Data Improvement,-0.07438309926236286
1403,Lasso,Weather Data Improvement,-0.18228999210303698
1404,GradientBoost,No Additional Data,43.98818231216243
1405,GradientBoost,Any Data,34.59920323742173
1406,GradientBoost,Any Data Improvement,21.34432154552725
1407,GradientBoost,Day of Week Data Improvement,17.95994968770654
1408,GradientBoost,Season Data Improvement,-0.02753174390005597
1409,GradientBoost,Weather Data Improvement,1.1763134045320953
1410,SupportVector,No Additional Data,44.95936399762787
1411,SupportVector,Any Data,44.95936399762787
1412,SupportVector,Any Data Improvement,0.0
1413,SupportVector,Day of Week Data Improvement,-3.4307052053481186
1414,SupportVector,Season Data Improvement,-3.6921155990856676
1415,SupportVector,Weather Data Improvement,-5.9968826112531275
1416,MultilayerPerceptron,No Additional Data,43.63676777189269
1417,MultilayerPerceptron,Any Data,33.45307457102606
1418,MultilayerPerceptron,Any Data Improvement,23.337414113943964
1419,MultilayerPerceptron,Day of Week Data Improvement,19.518764095832495
1420,MultilayerPerceptron,Season Data Improvement,3.217491797382337
1421,MultilayerPerceptron,Weather Data Improvement,0.9546383289235507
1422,kNearestNeighbor,No Additional Data,47.5525343786834
1423,kNearestNeighbor,Any Data,45.38050007694982
1424,kNearestNeighbor,Any Data Improvement,4.5676520297249255
1425,kNearestNeighbor,Day of Week Data Improvement,1.062659370968916
1426,kNearestNeighbor,Season Data Improvement,0.8201882210624234
1427,kNearestNeighbor,Weather Data Improvement,4.190007594133135
1428,MovingAverage,No Additional Data,58.045814627281096
1429,MovingAverage,Any Data,58.045814627281096
1430,MovingAverage,Any Data Improvement,0.0
1431,MovingAverage,Day of Week Data Improvement,0.0
1432,MovingAverage,Season Data Improvement,0.0
1433,MovingAverage,Weather Data Improvement,0.0
1434,Poisson,No Additional Data,47.5464540570514
1435,Poisson,Any Data,36.45934865887759
1436,Poisson,Any Data Improvement,23.318469522186234
1437,Poisson,Day of Week Data Improvement,23.318469522186234
1438,Poisson,Season Data Improvement,-0.011538944486815694
1439,Poisson,Weather Data Improvement,-2.0235684895753963
1440,RandomForest,No Additional Data,38.7736474682731
1441,RandomForest,Any Data,30.11123035203095
1442,RandomForest,Any Data Improvement,22.34099106443429
1443,RandomForest,Day of Week Data Improvement,17.44241157596484
1444,RandomForest,Season Data Improvement,-0.44619955451361193
1445,RandomForest,Weather Data Improvement,-3.16126097446967
1446,Linear,No Additional Data,46.00665249587595
1447,Linear,Any Data,31.436896943847056
1448,Linear,Any Data Improvement,31.668801709350475
1449,Linear,Day of Week Data Improvement,31.668801709350475
1450,Linear,Season Data Improvement,-0.6877739996318581
1451,Linear,Weather Data Improvement,-1.2100551662811085
1452,Ridge,No Additional Data,46.00665473434286
1453,Ridge,Any Data,31.41817821779264
1454,Ridge,Any Data Improvement,31.70949203063938
1455,Ridge,Day of Week Data Improvement,31.666499549163476
1456,Ridge,Season Data Improvement,-0.43812448377218516
1457,Ridge,Weather Data Improvement,-1.1818534061379609
1458,Lasso,No Additional Data,46.012440048034264
1459,Lasso,Any Data,31.973482180697378
1460,Lasso,Any Data Improvement,30.511222297015863
1461,Lasso,Day of Week Data Improvement,30.287920475734268
1462,Lasso,Season Data Improvement,0.27798466646102327
1463,Lasso,Weather Data Improvement,-0.1402915625633483
1464,GradientBoost,No Additional Data,39.7976333770374
1465,GradientBoost,Any Data,29.26704054045346
1466,GradientBoost,Any Data Improvement,26.460349380121485
1467,GradientBoost,Day of Week Data Improvement,26.460349380121485
1468,GradientBoost,Season Data Improvement,2.4425176300211575
1469,GradientBoost,Weather Data Improvement,-5.253027132923506
1470,SupportVector,No Additional Data,44.357208222672284
1471,SupportVector,Any Data,44.357208222672284
1472,SupportVector,Any Data Improvement,-1.4210854715202004e-14
1473,SupportVector,Day of Week Data Improvement,-2.5991400428495126
1474,SupportVector,Season Data Improvement,-2.764075594913109
1475,SupportVector,Weather Data Improvement,-5.078284033707561
1476,MultilayerPerceptron,No Additional Data,40.54166392766001
1477,MultilayerPerceptron,Any Data,30.960767496098406
1478,MultilayerPerceptron,Any Data Improvement,23.632223010523575
1479,MultilayerPerceptron,Day of Week Data Improvement,23.631499169346384
1480,MultilayerPerceptron,Season Data Improvement,0.9017654520928033
1481,MultilayerPerceptron,Weather Data Improvement,-0.76689620128613
1482,kNearestNeighbor,No Additional Data,43.357226831763974
1483,kNearestNeighbor,Any Data,39.51480042828937
1484,kNearestNeighbor,Any Data Improvement,8.862251311376781
1485,kNearestNeighbor,Day of Week Data Improvement,0.5992208864679611
1486,kNearestNeighbor,Season Data Improvement,0.5363126163857146
1487,kNearestNeighbor,Weather Data Improvement,8.540971077783453
1488,MovingAverage,No Additional Data,56.546170714668214
1489,MovingAverage,Any Data,56.546170714668214
1490,MovingAverage,Any Data Improvement,0.0
1491,MovingAverage,Day of Week Data Improvement,0.0
1492,MovingAverage,Season Data Improvement,0.0
1493,MovingAverage,Weather Data Improvement,0.0
1494,Poisson,No Additional Data,49.53728307181215
1495,Poisson,Any Data,33.70448007442678
1496,Poisson,Any Data Improvement,31.961387495622645
1497,Poisson,Day of Week Data Improvement,31.961387495622645
1498,Poisson,Season Data Improvement,0.6186397255674052
1499,Poisson,Weather Data Improvement,-2.4167589098939715
1500,RandomForest,No Additional Data,38.05240808535282
1501,RandomForest,Any Data,32.97397201883765
1502,RandomForest,Any Data Improvement,13.345899305831239
1503,RandomForest,Day of Week Data Improvement,9.711762981191868
1504,RandomForest,Season Data Improvement,-2.034968066809725
1505,RandomForest,Weather Data Improvement,-8.653243835012617
1506,Linear,No Additional Data,46.12677749530152
1507,Linear,Any Data,34.08333729731633
1508,Linear,Any Data Improvement,26.109433287881274
1509,Linear,Day of Week Data Improvement,26.109433287881274
1510,Linear,Season Data Improvement,-0.6521634560741063
1511,Linear,Weather Data Improvement,-0.9964735778490166
1512,Ridge,No Additional Data,46.12678041825217
1513,Ridge,Any Data,34.08399365149362
1514,Ridge,Any Data Improvement,26.10801503499964
1515,Ridge,Day of Week Data Improvement,26.10801503499964
1516,Ridge,Season Data Improvement,-0.6286302095631555
1517,Ridge,Weather Data Improvement,-0.9944239602194358
1518,Lasso,No Additional Data,46.13248265131503
1519,Lasso,Any Data,34.52254362567826
1520,Lasso,Any Data Improvement,25.166516862724762
1521,Lasso,Day of Week Data Improvement,25.166516862724762
1522,Lasso,Season Data Improvement,-0.01700019056094959
1523,Lasso,Weather Data Improvement,-0.3139529678133215
1524,GradientBoost,No Additional Data,40.844452983501434
1525,GradientBoost,Any Data,33.180310089912886
1526,GradientBoost,Any Data Improvement,18.764219701226935
1527,GradientBoost,Day of Week Data Improvement,18.16705771162208
1528,GradientBoost,Season Data Improvement,-0.7427430693317945
1529,GradientBoost,Weather Data Improvement,-4.51043953792491
1530,SupportVector,No Additional Data,46.44705191028704
1531,SupportVector,Any Data,46.44705191028704
1532,SupportVector,Any Data Improvement,0.0
1533,SupportVector,Day of Week Data Improvement,-2.7952924892542512
1534,SupportVector,Season Data Improvement,-3.004820712133366
1535,SupportVector,Weather Data Improvement,-4.3305204470296275
1536,MultilayerPerceptron,No Additional Data,42.370106143511116
1537,MultilayerPerceptron,Any Data,34.23945088274958
1538,MultilayerPerceptron,Any Data Improvement,19.189603238713445
1539,MultilayerPerceptron,Day of Week Data Improvement,19.189603238713445
1540,MultilayerPerceptron,Season Data Improvement,1.7192691299417646
1541,MultilayerPerceptron,Weather Data Improvement,-1.8589164400603124
1542,kNearestNeighbor,No Additional Data,43.947755664692664
1543,kNearestNeighbor,Any Data,43.27037074953751
1544,kNearestNeighbor,Any Data Improvement,1.5413413151820095
1545,kNearestNeighbor,Day of Week Data Improvement,1.5413413151820095
1546,kNearestNeighbor,Season Data Improvement,0.05052955449762919
1547,kNearestNeighbor,Weather Data Improvement,-0.07473691867588172
1548,MovingAverage,No Additional Data,58.06442915529867
1549,MovingAverage,Any Data,58.06442915529867
1550,MovingAverage,Any Data Improvement,0.0
1551,MovingAverage,Day of Week Data Improvement,0.0
1552,MovingAverage,Season Data Improvement,0.0
1553,MovingAverage,Weather Data Improvement,0.0
1554,Poisson,No Additional Data,48.56336236788268
1555,Poisson,Any Data,38.04515911690338
1556,Poisson,Any Data Improvement,21.65872118017822
1557,Poisson,Day of Week Data Improvement,21.65872118017822
1558,Poisson,Season Data Improvement,-0.08850646456967581
1559,Poisson,Weather Data Improvement,-1.363602174032465
1560,RandomForest,No Additional Data,38.51256839417633
1561,RandomForest,Any Data,28.661528211037478
1562,RandomForest,Any Data Improvement,25.578767124314865
1563,RandomForest,Day of Week Data Improvement,23.774968448536995
1564,RandomForest,Season Data Improvement,2.334067337595883
1565,RandomForest,Weather Data Improvement,-1.1174252515697276
1566,Linear,No Additional Data,42.57437062111477
1567,Linear,Any Data,29.590162767177894
1568,Linear,Any Data Improvement,30.49770945409432
1569,Linear,Day of Week Data Improvement,30.49770945409432
1570,Linear,Season Data Improvement,-2.140710923290456
1571,Linear,Weather Data Improvement,-2.62397848493805
1572,Ridge,No Additional Data,42.57437427354583
1573,Ridge,Any Data,29.590827713870453
1574,Ridge,Any Data Improvement,30.49615356940872
1575,Ridge,Day of Week Data Improvement,30.49615356940872
1576,Ridge,Season Data Improvement,-1.5355026069857303
1577,Ridge,Weather Data Improvement,-2.6052158540855856
1578,Lasso,No Additional Data,42.58517139452365
1579,Lasso,Any Data,29.98583829774978
1580,Lasso,Any Data Improvement,29.586197928028326
1581,Lasso,Day of Week Data Improvement,29.586197928028326
1582,Lasso,Season Data Improvement,7.531530127380393e-05
1583,Lasso,Weather Data Improvement,-1.275481122340679
1584,GradientBoost,No Additional Data,38.1897164425811
1585,GradientBoost,Any Data,29.07853673783169
1586,GradientBoost,Any Data Improvement,23.857678331935844
1587,GradientBoost,Day of Week Data Improvement,21.727178697446377
1588,GradientBoost,Season Data Improvement,-1.6336421700034407
1589,GradientBoost,Weather Data Improvement,-12.590799466755243
1590,SupportVector,No Additional Data,43.40066921622714
1591,SupportVector,Any Data,43.40066921622714
1592,SupportVector,Any Data Improvement,0.0
1593,SupportVector,Day of Week Data Improvement,-1.5772576441187454
1594,SupportVector,Season Data Improvement,-1.766564556941887
1595,SupportVector,Weather Data Improvement,-3.583059935433184
1596,MultilayerPerceptron,No Additional Data,36.77677267031227
1597,MultilayerPerceptron,Any Data,29.08665324001279
1598,MultilayerPerceptron,Any Data Improvement,20.9102617547169
1599,MultilayerPerceptron,Day of Week Data Improvement,20.655972815077618
1600,MultilayerPerceptron,Season Data Improvement,3.299380217563808
1601,MultilayerPerceptron,Weather Data Improvement,-4.036948685690277
1602,kNearestNeighbor,No Additional Data,40.367668907296576
1603,kNearestNeighbor,Any Data,39.282258151373185
1604,kNearestNeighbor,Any Data Improvement,2.6888120748711373
1605,kNearestNeighbor,Day of Week Data Improvement,1.7613700387574056
1606,kNearestNeighbor,Season Data Improvement,0.7334531963671083
1607,kNearestNeighbor,Weather Data Improvement,-1.0533354898809364
1608,MovingAverage,No Additional Data,55.67129211683025
1609,MovingAverage,Any Data,55.67129211683025
1610,MovingAverage,Any Data Improvement,0.0
1611,MovingAverage,Day of Week Data Improvement,0.0
1612,MovingAverage,Season Data Improvement,0.0
1613,MovingAverage,Weather Data Improvement,0.0
1614,Poisson,No Additional Data,45.950278233489065
1615,Poisson,Any Data,31.681923174018724
1616,Poisson,Any Data Improvement,31.051727232135462
1617,Poisson,Day of Week Data Improvement,31.051727232135462
1618,Poisson,Season Data Improvement,0.8361835791616983
1619,Poisson,Weather Data Improvement,-3.8511799948658734
1620,RandomForest,No Additional Data,40.607980559323344
1621,RandomForest,Any Data,31.985779477039472
1622,RandomForest,Any Data Improvement,21.232774847515202
1623,RandomForest,Day of Week Data Improvement,15.286317470451564
1624,RandomForest,Season Data Improvement,0.4392559640871241
1625,RandomForest,Weather Data Improvement,0.5111941754154969
1626,Linear,No Additional Data,44.81522035059608
1627,Linear,Any Data,32.24731421447093
1628,Linear,Any Data Improvement,28.043834299607497
1629,Linear,Day of Week Data Improvement,27.635876686034194
1630,Linear,Season Data Improvement,1.1156326309903761
1631,Linear,Weather Data Improvement,-0.4065596726413929
1632,Ridge,No Additional Data,44.81522258111904
1633,Ridge,Any Data,32.27435972357482
1634,Ridge,Any Data Improvement,27.983488946962794
1635,Ridge,Day of Week Data Improvement,27.634210068189176
1636,Ridge,Season Data Improvement,1.0445594312665492
1637,Ridge,Weather Data Improvement,-0.37457964861513915
1638,Lasso,No Additional Data,44.82292089691502
1639,Lasso,Any Data,32.82723299105135
1640,Lasso,Any Data Improvement,26.76239670647898
1641,Lasso,Day of Week Data Improvement,26.410582363022144
1642,Lasso,Season Data Improvement,0.060349777183589026
1643,Lasso,Weather Data Improvement,0.08326223979010194
1644,GradientBoost,No Additional Data,40.89349824378111
1645,GradientBoost,Any Data,32.01709724555218
1646,GradientBoost,Any Data Improvement,21.70614249070465
1647,GradientBoost,Day of Week Data Improvement,21.70614249070465
1648,GradientBoost,Season Data Improvement,0.36620393347162405
1649,GradientBoost,Weather Data Improvement,-3.113269968395983
1650,SupportVector,No Additional Data,45.40908596283126
1651,SupportVector,Any Data,45.40908596283126
1652,SupportVector,Any Data Improvement,1.4210854715202004e-14
1653,SupportVector,Day of Week Data Improvement,-1.6255218218673093
1654,SupportVector,Season Data Improvement,-1.8487411225738555
1655,SupportVector,Weather Data Improvement,-3.3338585702341845
1656,MultilayerPerceptron,No Additional Data,37.89753309564586
1657,MultilayerPerceptron,Any Data,31.46403970455419
1658,MultilayerPerceptron,Any Data Improvement,16.97602156545338
1659,MultilayerPerceptron,Day of Week Data Improvement,15.127145751433403
1660,MultilayerPerceptron,Season Data Improvement,-2.0247865497738218
1661,MultilayerPerceptron,Weather Data Improvement,-2.844262990849984
1662,kNearestNeighbor,No Additional Data,40.176380122614816
1663,kNearestNeighbor,Any Data,40.01002002158534
1664,kNearestNeighbor,Any Data Improvement,0.41407439028044735
1665,kNearestNeighbor,Day of Week Data Improvement,0.29897481930635195
1666,kNearestNeighbor,Season Data Improvement,0.29065355648955915
1667,kNearestNeighbor,Weather Data Improvement,0.3454778917204919
1668,MovingAverage,No Additional Data,56.34279687660544
1669,MovingAverage,Any Data,56.34279687660544
1670,MovingAverage,Any Data Improvement,0.0
1671,MovingAverage,Day of Week Data Improvement,0.0
1672,MovingAverage,Season Data Improvement,0.0
1673,MovingAverage,Weather Data Improvement,0.0
1674,Poisson,No Additional Data,47.95635514526088
1675,Poisson,Any Data,36.39480899401266
1676,Poisson,Any Data Improvement,24.108475542455295
1677,Poisson,Day of Week Data Improvement,24.108475542455295
1678,Poisson,Season Data Improvement,0.5797242656778536
1679,Poisson,Weather Data Improvement,-1.1863699640580307
1680,RandomForest,No Additional Data,39.030281514178036
1681,RandomForest,Any Data,30.29357171972288
1682,RandomForest,Any Data Improvement,22.38443960820902
1683,RandomForest,Day of Week Data Improvement,15.817664799533702
1684,RandomForest,Season Data Improvement,1.2749039172071974
1685,RandomForest,Weather Data Improvement,-1.2067726848976008
1686,Linear,No Additional Data,47.79504933377219
1687,Linear,Any Data,32.531369969175834
1688,Linear,Any Data Improvement,31.93569120099427
1689,Linear,Day of Week Data Improvement,31.6767141069152
1690,Linear,Season Data Improvement,-0.052959961028506086
1691,Linear,Weather Data Improvement,-2.7587877201011253
1692,Ridge,No Additional Data,47.79505104200099
1693,Ridge,Any Data,32.50362236378486
1694,Ridge,Any Data Improvement,31.993749028070795
1695,Ridge,Day of Week Data Improvement,31.67407121562013
1696,Ridge,Season Data Improvement,-0.02967992306170686
1697,Ridge,Weather Data Improvement,-2.740349043008706
1698,Lasso,No Additional Data,47.805562929533295
1699,Lasso,Any Data,33.358785045544195
1700,Lasso,Any Data Improvement,30.219867728122026
1701,Lasso,Day of Week Data Improvement,29.94505858450121
1702,Lasso,Season Data Improvement,0.03657804143038845
1703,Lasso,Weather Data Improvement,-0.5154657837438066
1704,GradientBoost,No Additional Data,39.89055900338616
1705,GradientBoost,Any Data,31.822090778590933
1706,GradientBoost,Any Data Improvement,20.22651079948598
1707,GradientBoost,Day of Week Data Improvement,19.420951239503054
1708,GradientBoost,Season Data Improvement,-1.08106701584407
1709,GradientBoost,Weather Data Improvement,-8.722634466575911
1710,SupportVector,No Additional Data,46.24997600851737
1711,SupportVector,Any Data,46.24997600851737
1712,SupportVector,Any Data Improvement,0.0
1713,SupportVector,Day of Week Data Improvement,-1.7439307190526847
1714,SupportVector,Season Data Improvement,-1.8621675163823852
1715,SupportVector,Weather Data Improvement,-3.7019743863397707
1716,MultilayerPerceptron,No Additional Data,39.98111590212698
1717,MultilayerPerceptron,Any Data,30.859023092812034
1718,MultilayerPerceptron,Any Data Improvement,22.81600351437328
1719,MultilayerPerceptron,Day of Week Data Improvement,21.150347786761728
1720,MultilayerPerceptron,Season Data Improvement,2.262912453328042
1721,MultilayerPerceptron,Weather Data Improvement,-2.1601521790908436
1722,kNearestNeighbor,No Additional Data,41.0072215450521
1723,kNearestNeighbor,Any Data,40.40487346090936
1724,kNearestNeighbor,Any Data Improvement,1.4688829465829087
1725,kNearestNeighbor,Day of Week Data Improvement,0.6632243155889341
1726,kNearestNeighbor,Season Data Improvement,0.020011262546049124
1727,kNearestNeighbor,Weather Data Improvement,-0.49666282007663654
1728,MovingAverage,No Additional Data,56.295422457475645
1729,MovingAverage,Any Data,56.295422457475645
1730,MovingAverage,Any Data Improvement,0.0
1731,MovingAverage,Day of Week Data Improvement,0.0
1732,MovingAverage,Season Data Improvement,0.0
1733,MovingAverage,Weather Data Improvement,0.0
1734,Poisson,No Additional Data,51.6386167792307
1735,Poisson,Any Data,33.12952264962208
1736,Poisson,Any Data Improvement,35.84351263462399
1737,Poisson,Day of Week Data Improvement,35.84351263462399
1738,Poisson,Season Data Improvement,0.7209051782074312
1739,Poisson,Weather Data Improvement,-3.6902827522780797
1740,RandomForest,No Additional Data,40.10513208751268
1741,RandomForest,Any Data,31.256923493226235
1742,RandomForest,Any Data Improvement,22.06253447807859
1743,RandomForest,Day of Week Data Improvement,18.066937681790805
1744,RandomForest,Season Data Improvement,1.0404222800532779
1745,RandomForest,Weather Data Improvement,-1.38055629398211
1746,Linear,No Additional Data,45.0640929673377
1747,Linear,Any Data,31.54127866063032
1748,Linear,Any Data Improvement,30.00795847929008
1749,Linear,Day of Week Data Improvement,30.00795847929008
1750,Linear,Season Data Improvement,0.13955876869323447
1751,Linear,Weather Data Improvement,-0.2666862981467091
1752,Ridge,No Additional Data,45.06409547601994
1753,Ridge,Any Data,31.54213953244156
1754,Ridge,Any Data Improvement,30.006052048185126
1755,Ridge,Day of Week Data Improvement,30.006052048185126
1756,Ridge,Season Data Improvement,0.15819129373338114
1757,Ridge,Weather Data Improvement,-0.25377204864228986
1758,Lasso,No Additional Data,45.072715627125866
1759,Lasso,Any Data,32.26134949631
1760,Lasso,Any Data Improvement,28.42377245871043
1761,Lasso,Day of Week Data Improvement,28.379768919624283
1762,Lasso,Season Data Improvement,0.31322310674842413
1763,Lasso,Weather Data Improvement,0.19972287428905133
1764,GradientBoost,No Additional Data,40.127853685099986
1765,GradientBoost,Any Data,31.70230981724621
1766,GradientBoost,Any Data Improvement,20.99674688303176
1767,GradientBoost,Day of Week Data Improvement,20.99674688303176
1768,GradientBoost,Season Data Improvement,1.443832469172719
1769,GradientBoost,Weather Data Improvement,-7.716110458163513
1770,SupportVector,No Additional Data,47.881363421893525
1771,SupportVector,Any Data,47.881363421893525
1772,SupportVector,Any Data Improvement,-1.4210854715202004e-14
1773,SupportVector,Day of Week Data Improvement,-0.4727679051301408
1774,SupportVector,Season Data Improvement,-0.5973232081165776
1775,SupportVector,Weather Data Improvement,-1.5602843427294886
1776,MultilayerPerceptron,No Additional Data,39.328498587674275
1777,MultilayerPerceptron,Any Data,31.609763344716935
1778,MultilayerPerceptron,Any Data Improvement,19.626315573044593
1779,MultilayerPerceptron,Day of Week Data Improvement,19.237715783609048
1780,MultilayerPerceptron,Season Data Improvement,0.9215707085014344
1781,MultilayerPerceptron,Weather Data Improvement,-3.8522189232903656
1782,kNearestNeighbor,No Additional Data,50.43290285091276
1783,kNearestNeighbor,Any Data,49.258879439624046
1784,kNearestNeighbor,Any Data Improvement,2.3278918026180406
1785,kNearestNeighbor,Day of Week Data Improvement,2.1144570533506624
1786,kNearestNeighbor,Season Data Improvement,0.6402899913087339
1787,kNearestNeighbor,Weather Data Improvement,-0.41181252465629825
1788,MovingAverage,No Additional Data,54.88000062030891
1789,MovingAverage,Any Data,54.88000062030891
1790,MovingAverage,Any Data Improvement,0.0
1791,MovingAverage,Day of Week Data Improvement,0.0
1792,MovingAverage,Season Data Improvement,0.0
1793,MovingAverage,Weather Data Improvement,0.0
1794,Poisson,No Additional Data,47.3115080984212
1795,Poisson,Any Data,34.39296768317164
1796,Poisson,Any Data Improvement,27.305281388146355
1797,Poisson,Day of Week Data Improvement,27.305281388146355
1798,Poisson,Season Data Improvement,0.6110751497078866
1799,Poisson,Weather Data Improvement,-1.0381844421279283
1800,RandomForest,No Additional Data,40.43998223943522
1801,RandomForest,Any Data,32.100491327471076
1802,RandomForest,Any Data Improvement,20.621895584889373
1803,RandomForest,Day of Week Data Improvement,20.59188907948169
1804,RandomForest,Season Data Improvement,-0.9059509074367185
1805,RandomForest,Weather Data Improvement,-8.131135569845114
1806,Linear,No Additional Data,46.040311944519196
1807,Linear,Any Data,33.29760390531817
1808,Linear,Any Data Improvement,27.677284321089317
1809,Linear,Day of Week Data Improvement,27.677284321089317
1810,Linear,Season Data Improvement,-1.8771586879898479
1811,Linear,Weather Data Improvement,-1.2201760912332134
1812,Ridge,No Additional Data,46.04031599229498
1813,Ridge,Any Data,33.2985401073314
1814,Ridge,Any Data Improvement,27.675257239971955
1815,Ridge,Day of Week Data Improvement,27.675257239971955
1816,Ridge,Season Data Improvement,-1.4184984818480046
1817,Ridge,Weather Data Improvement,-1.1643259550266265
1818,Lasso,No Additional Data,46.05223457412857
1819,Lasso,Any Data,33.83713566360109
1820,Lasso,Any Data Improvement,26.524443435780057
1821,Lasso,Day of Week Data Improvement,26.524441451323057
1822,Lasso,Season Data Improvement,3.4853542274504434e-09
1823,Lasso,Weather Data Improvement,0.24767353906159428
1824,GradientBoost,No Additional Data,39.606256413452535
1825,GradientBoost,Any Data,31.559615570800815
1826,GradientBoost,Any Data Improvement,20.316590284757694
1827,GradientBoost,Day of Week Data Improvement,20.316590284757694
1828,GradientBoost,Season Data Improvement,-0.985088210128481
1829,GradientBoost,Weather Data Improvement,-6.283694427378322
1830,SupportVector,No Additional Data,48.9498884736217
1831,SupportVector,Any Data,48.9498884736217
1832,SupportVector,Any Data Improvement,0.0
1833,SupportVector,Day of Week Data Improvement,-1.885366979264731
1834,SupportVector,Season Data Improvement,-1.9661942312128957
1835,SupportVector,Weather Data Improvement,-2.057888980271329
1836,MultilayerPerceptron,No Additional Data,37.47802163241449
1837,MultilayerPerceptron,Any Data,31.74690930256748
1838,MultilayerPerceptron,Any Data Improvement,15.291928656368043
1839,MultilayerPerceptron,Day of Week Data Improvement,14.529250436520954
1840,MultilayerPerceptron,Season Data Improvement,-3.8133862666748684
1841,MultilayerPerceptron,Weather Data Improvement,-6.411274407471296
1842,kNearestNeighbor,No Additional Data,44.97151546976615
1843,kNearestNeighbor,Any Data,44.60629393893384
1844,kNearestNeighbor,Any Data Improvement,0.8121174637262243
1845,kNearestNeighbor,Day of Week Data Improvement,0.7750413477807427
1846,kNearestNeighbor,Season Data Improvement,0.299033553074878
1847,kNearestNeighbor,Weather Data Improvement,0.3057236368664462
1848,MovingAverage,No Additional Data,57.10505436511336
1849,MovingAverage,Any Data,57.10505436511336
1850,MovingAverage,Any Data Improvement,0.0
1851,MovingAverage,Day of Week Data Improvement,0.0
1852,MovingAverage,Season Data Improvement,0.0
1853,MovingAverage,Weather Data Improvement,0.0
1854,Poisson,No Additional Data,48.23811863988313
1855,Poisson,Any Data,34.331710651103776
1856,Poisson,Any Data Improvement,28.828669900242716
1857,Poisson,Day of Week Data Improvement,28.828669900242716
1858,Poisson,Season Data Improvement,0.5524269883521242
1859,Poisson,Weather Data Improvement,-0.701375815357494
1860,RandomForest,No Additional Data,41.28431312290899
1861,RandomForest,Any Data,31.09710585738112
1862,RandomForest,Any Data Improvement,24.675733940877677
1863,RandomForest,Day of Week Data Improvement,22.398544412064908
1864,RandomForest,Season Data Improvement,0.8653666676658958
1865,RandomForest,Weather Data Improvement,-5.44238747781516
1866,Linear,No Additional Data,47.214122123090135
1867,Linear,Any Data,32.61186980537775
1868,Linear,Any Data Improvement,30.927721751647553
1869,Linear,Day of Week Data Improvement,30.927721751647553
1870,Linear,Season Data Improvement,-0.13662730490629826
1871,Linear,Weather Data Improvement,-1.928230223981032
1872,Ridge,No Additional Data,47.21412424005986
1873,Ridge,Any Data,32.48875467938685
1874,Ridge,Any Data Improvement,31.18848394984937
1875,Ridge,Day of Week Data Improvement,30.925785697546843
1876,Ridge,Season Data Improvement,-0.10775947856642176
1877,Ridge,Weather Data Improvement,-1.8790677657813433
1878,Lasso,No Additional Data,47.222503517756415
1879,Lasso,Any Data,33.269546455579565
1880,Lasso,Any Data Improvement,29.54726247609959
1881,Lasso,Day of Week Data Improvement,29.52137481373009
1882,Lasso,Season Data Improvement,0.14562840696639512
1883,Lasso,Weather Data Improvement,-0.3343410045235373
1884,GradientBoost,No Additional Data,41.645923949435335
1885,GradientBoost,Any Data,31.62474860226464
1886,GradientBoost,Any Data Improvement,24.062799901709397
1887,GradientBoost,Day of Week Data Improvement,23.59029713909267
1888,GradientBoost,Season Data Improvement,3.0707203856317875
1889,GradientBoost,Weather Data Improvement,-7.406073084958621
1890,SupportVector,No Additional Data,45.66733528152088
1891,SupportVector,Any Data,45.66733528152088
1892,SupportVector,Any Data Improvement,-1.4210854715202004e-14
1893,SupportVector,Day of Week Data Improvement,-2.3950261875375674
1894,SupportVector,Season Data Improvement,-2.5156892058670195
1895,SupportVector,Weather Data Improvement,-3.688949232417741
1896,MultilayerPerceptron,No Additional Data,39.337032903745914
1897,MultilayerPerceptron,Any Data,30.92467696977999
1898,MultilayerPerceptron,Any Data Improvement,21.385334157129193
1899,MultilayerPerceptron,Day of Week Data Improvement,21.082609032622287
1900,MultilayerPerceptron,Season Data Improvement,0.1720650674362929
1901,MultilayerPerceptron,Weather Data Improvement,-2.4584756768569065
1902,kNearestNeighbor,No Additional Data,45.07678824967208
